,Position_two_wks,Track Name,Artist_two_wks,Streams_two_wks,URL_two_wks,Position_one_wk,Artist_one_wk,Streams_one_wk,URL_one_wk
186,,Slide Away,,,,31,Miley Cyrus,11820439,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
187,,Motivation,,,,42,Normani,10210474,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
188,,Bad Bad Bad (feat. Lil Baby),,,,46,Young Thug,9588772,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
189,,Baby (Lil Baby feat. DaBaby),,,,67,Quality Control,7412183,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
190,,Won't Be Late (feat. Drake),,,,68,Swae Lee,7391277,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
191,,Good as Hell,,,,74,Lizzo,7258785,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
192,,Ransom (with Juice WRLD) - Remix,,,,78,Lil Tecca,6994409,https://open.spotify.com/track/5DSfqrLkUHLZ9bW0SS3rVy
193,,Hot (feat. Gunna),,,,88,Young Thug,6670605,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
194,,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",,,,98,Bizarrap,6430495,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
195,,Be Honest (feat. Burna Boy),,,,143,Jorja Smith,5267234,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd
196,,Did It Again,,,,152,Lil Tecca,4990385,https://open.spotify.com/track/01Qb6dN5suQNu87VJ1mIpf
197,,Surf (feat. Gunna),,,,173,Young Thug,4548335,https://open.spotify.com/track/6igOR5QCn09zAVF2ikZjsV
198,,What's the Move (feat. Lil Uzi Vert),,,,185,Young Thug,4420722,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY
199,,Te Soñé de Nuevo,,,,199,Ozuna,4280156,https://open.spotify.com/track/7lR4UmEDJ1ngczVX2NiNi4
186,,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),,,,32,Megan Thee Stallion,11079662,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
187,,Small Talk,,,,38,Katy Perry,10226283,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO
188,,Tutu,,,,49,Camilo,9010372,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
189,,All For Us - from the HBO Original Series Euphoria,,,,108,Labrinth,5867659,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
190,,Right Back (feat. A Boogie Wit Da Hoodie),,,,115,Khalid,5713938,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L
191,,No Way!,,,,118,Bazzi,5677700,https://open.spotify.com/track/0yYwS7CXKIPC4kWPvZQfsT
192,,Goteo,,,,146,Duki,4873742,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
193,,Snake Skin,,,,168,Trippie Redd,4564747,https://open.spotify.com/track/1usK5eLBzpQTMwDt8SR2dr
194,,!,,,,182,Trippie Redd,4401357,https://open.spotify.com/track/1qtHdSxiavDgUPZgpGqehx
195,,My Type,,,,185,Saweetie,4359123,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
196,,Bruises,,,,188,Lewis Capaldi,4330893,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
197,,Mac 10,,,,193,Trippie Redd,4302449,https://open.spotify.com/track/2KEux6D75xjj6fdabXpeAu
198,,CANGURO,,,,195,WOS,4294888,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX
199,,Congratulations,,,,200,Post Malone,4237345,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
187,,boyfriend (with Social House),,,,3,Ariana Grande,31301265,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
188,,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",,,,39,Lauv,10638186,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
189,,Si Se Da - Remix,,,,119,Myke Towers,5671712,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
190,,Eiskalt,,,,138,Loredana,5234226,https://open.spotify.com/track/52UVKsw31NTOCTNPTpwbFJ
191,,Atrévete,,,,146,Nicky Jam,5043608,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50
192,,How Bout Now,,,,165,Drake,4700841,https://open.spotify.com/track/4n4BflhWjCHIxrI4v7Xt9s
193,,Love Me,,,,170,Lil Tecca,4642118,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4
194,,The Motion,,,,173,Drake,4590009,https://open.spotify.com/track/3t8pnImpBpOwxdtYBpKvA9
195,,Trust Issues,,,,179,Drake,4517847,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq
196,,Get You The Moon (feat. Snøw),,,,187,Kina,4408182,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
197,,Dreams Money Can Buy,,,,196,Drake,4321201,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI
198,,Tap (feat. Meek Mill),,,,199,NAV,4298159,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
199,,Ella Quiere Beber - Remix,,,,200,Anuel AA,4293347,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
182,,Otro Trago - Remix,,,,11,Sech,20076277,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
183,,Loco Contigo (feat. J. Balvin & Tyga),,,,12,DJ Snake,18334846,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
184,,Takeaway (feat. Lennon Stella),,,,30,The Chainsmokers,12667051,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
185,,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,,,,48,Lil Nas X,9920697,https://open.spotify.com/track/6woeVu3fVMflqen1t4N6pg
186,,Gold Roses (feat. Drake),,,,58,Rick Ross,8489195,https://open.spotify.com/track/4aPB8rSxGFISs0o6V2LrTy
187,,Hot Shower,,,,65,Chance the Rapper,7831991,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
188,,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",,,,103,DJ Snake,6328802,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
189,,Bellacoso,,,,108,Residente,6169627,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S
190,,Do You Remember,,,,152,Chance the Rapper,5052724,https://open.spotify.com/track/67xBtV07CC73eFw7z5oCvU
191,,Baila Conmigo (feat. Kelly Ruiz),,,,162,Dayvi,4822103,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
192,,Leave Me Alone,,,,167,NF,4754698,https://open.spotify.com/track/3EtyEzMpfKSaoVhPunvbRV
193,,All Day Long,,,,172,Chance the Rapper,4674004,https://open.spotify.com/track/1g3ErLqysBJ5EIGdYYMWFZ
194,,La Boca - Remix,,,,178,Mau y Ricky,4605291,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
195,,RNP (feat. Anderson .Paak),,,,183,YBN Cordae,4557573,https://open.spotify.com/track/5lw8Mgb4LyhriPIC86gV6e
196,,Nummer,,,,187,Ufo361,4462744,https://open.spotify.com/track/7HCTUZPqclRvsiefXWwyFz
197,,"Fuego (with Sean Paul & Anitta, feat. Tainy)",,,,191,DJ Snake,4426272,https://open.spotify.com/track/660eekzsNZ7sdATvfIsAkR
198,,All of Me,,,,195,John Legend,4406811,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
199,,I'm Yours,,,,200,Jason Mraz,4365850,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
182,,China,,,,8,Anuel AA,20707036,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
183,,How Do You Sleep?,,,,9,Sam Smith,20565888,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
184,,Loco Contigo,,,,10,DJ Snake,18602563,https://open.spotify.com/track/1fBXSMOusjaj7GjzErHmUI
185,,MOOD 4 EVA (feat. Oumou Sangaré),,,,62,Beyoncé,8226052,https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW
186,,Dance Monkey,,,,99,Tones and I,6735680,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
187,,I.F.L.Y.,,,,102,Bazzi,6684078,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0
188,,BROWN SKIN GIRL,,,,104,Blue Ivy,6553492,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP
189,,The Archer,,,,105,Taylor Swift,6552007,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k
190,,Baby,,,,120,Quality Control,6020707,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz
191,,Mekanın Sahibi,,,,139,Norm Ender,5482090,https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ
192,,Rebota - Remix,,,,148,Guaynaa,5279175,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
193,,Neptun,,,,159,KC Rebell,4956887,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp
194,,Promises (with Sam Smith),,,,162,Calvin Harris,4927364,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
195,,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",,,,181,XXXTENTACION,4599461,https://open.spotify.com/track/0OTBOHjEaoqroFlfut1ZsH
196,,Tap (feat. Meek Mill),,,,186,NAV,4568652,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
197,,All Day And Night - Jax Jones & Martin Solveig Present Europa,,,,196,Jax Jones,4444521,https://open.spotify.com/track/5naYe7rLMZcLfO1DKg48MK
198,,Don't Stop Believin',,,,198,Journey,4434897,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
199,,What I Like About You (feat. Theresa Rex),,,,199,Jonas Blue,4423043,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
178,,Antisocial (with Travis Scott),,,,7,Ed Sheeran,25282995,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
179,,bad guy (with Justin Bieber),,,,9,Billie Eilish,21458729,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
180,,South of the Border (feat. Camila Cabello & Cardi B),,,,10,Ed Sheeran,20785809,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
181,,Remember The Name (feat. Eminem & 50 Cent),,,,15,Ed Sheeran,18409396,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec
182,,Take Me Back to London (feat. Stormzy),,,,32,Ed Sheeran,13032576,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
183,,Nothing On You (feat. Paulo Londra & Dave),,,,42,Ed Sheeran,11553707,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
184,,Put It All on Me (feat. Ella Mai),,,,62,Ed Sheeran,8921516,https://open.spotify.com/track/5T03itPFOPGGkvVPvPiyla
185,,Feels (feat. Young Thug & J Hus),,,,63,Ed Sheeran,8830186,https://open.spotify.com/track/1Bdptrvb7nQkq8kCw3siE9
186,,Old Town Road - Remix,,,,68,Lil Nas X,8544359,https://open.spotify.com/track/6jmZlyf9DxcIoRrjw02YXm
187,,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),,,,71,Ed Sheeran,8285363,https://open.spotify.com/track/4vIKzWqtn44umal5jXq4wE
188,,Way To Break My Heart (feat. Skrillex),,,,83,Ed Sheeran,7898725,https://open.spotify.com/track/5d1rmWWF1725tnYjq6rMDB
189,,I Don't Want Your Money (feat. H.E.R.),,,,86,Ed Sheeran,7714728,https://open.spotify.com/track/3FHXUqaUer9o231Je1zxIN
190,,Zombie,,,,99,Samra,7199130,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
191,,Ela,,,,101,Reynmen,7025162,https://open.spotify.com/track/2VUTPdW21gPVVTEmvdSwos
192,,Thing For You (With Martin Solveig),,,,154,David Guetta,5186062,https://open.spotify.com/track/0IhTEIjFaRt3B2NQYf9azQ
193,,Time - Edit,,,,156,NF,5106513,https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB
194,,Shotta Flow (Feat. Blueface) [Remix],,,,168,NLE Choppa,4903038,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
195,,Por Eso Vine,,,,174,Paulo Londra,4814751,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
196,,Raffaello,,,,182,Shindy,4664620,https://open.spotify.com/track/7GGhY0m7PZ408BYVXgXtjt
197,,Every Breath You Take,,,,192,The Police,4526969,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
198,,"SPIRIT - From Disney's ""The Lion King""",,,,197,Beyoncé,4491520,https://open.spotify.com/track/1tC5WMSlsGDFfqnrquB1ty
199,,Harder (with Bebe Rexha),,,,199,Jax Jones,4484835,https://open.spotify.com/track/5RgBnDtHKFHgtVdqabjGE3
182,,Goodbyes (Feat. Young Thug),,,,2,Post Malone,37067320,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
183,,Best Part of Me (feat. YEBBA),,,,46,Ed Sheeran,10310313,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX
184,,Under The Sun (with J. Cole & Lute feat. DaBaby),,,,81,Dreamville,7594957,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE
185,,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",,,,97,Dreamville,6622779,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k
186,,BLOW (with Chris Stapleton & Bruno Mars),,,,108,Ed Sheeran,6253600,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM
187,,Jetzt rufst du an,,,,117,Loredana,6003625,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo
188,,YOSHI (feat. Fabri Fibra) - prod. Strage,,,,118,MACHETE,5952166,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
189,,C7osure (You Like),,,,127,Lil Nas X,5707923,https://open.spotify.com/track/4no0eHn4fEB7tN1yZSXMma
190,,HO PAURA DI USCIRE 2 - prod. Mace,,,,130,MACHETE,5616755,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
191,,Instagram,,,,139,Dimitri Vegas & Like Mike,5422516,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
192,,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",,,,140,Dreamville,5421875,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d
193,,Good As Hell,,,,153,Lizzo,5059874,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
194,,MARYLEAN (feat. Marracash) - prod. Low Kidd,,,,160,MACHETE,4939508,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
195,,Milionària,,,,162,ROSALÍA,4923311,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p
196,,Sunset (with J. Cole feat. Young Nudy),,,,180,Dreamville,4581012,https://open.spotify.com/track/3pZO6GoVPeSYDxxsH6vCdj
197,,All of Me,,,,192,John Legend,4437914,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
198,,Congratulations,,,,198,Post Malone,4379716,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
199,,comethru,,,,199,Jeremy Zucker,4346708,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
180,,Beautiful People (feat. Khalid),,,,4,Ed Sheeran,33566903,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
181,,QUE PRETENDES,,,,15,J Balvin,17357042,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
182,,LA CANCIÓN,,,,20,J Balvin,15541374,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
183,,Higher Love,,,,31,Kygo,13369617,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
184,,Don't Check On Me (feat. Justin Bieber & Ink),,,,39,Chris Brown,11863905,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
185,,MOJAITA,,,,79,J Balvin,7771683,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf
186,,Hate Me (with Juice WRLD),,,,94,Ellie Goulding,6895126,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
187,,UN PESO,,,,95,J Balvin,6882345,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
188,,ON OFF (feat. Maître Gims),,,,102,Shirin David,6568819,https://open.spotify.com/track/554Ip3S1rbeES9TNWXGoK1
189,,YO LE LLEGO,,,,114,J Balvin,6268750,https://open.spotify.com/track/0uIfrUwwg0Z7KTitul7E3T
190,,Shot,,,,122,Ufo361,5924386,https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI
191,,Si Supieras,,,,133,Daddy Yankee,5565500,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
192,,Heartbeat (BTS World Original Soundtrack),,,,137,BTS,5512091,https://open.spotify.com/track/5EgYDyMDCi8X0zDydTF7Rb
193,,When I Grow Up,,,,138,NF,5468408,https://open.spotify.com/track/0hWzB4dR1zwcokPvccww0k
194,,COMO UN BEBÉ,,,,145,J Balvin,5383079,https://open.spotify.com/track/7knLcYCOSaURD0d7HUULFM
195,,ODIO,,,,147,J Balvin,5355710,https://open.spotify.com/track/7alOsNr36sJ8CyOEP4aILq
196,,CUIDAO POR AHÍ,,,,156,J Balvin,5064508,https://open.spotify.com/track/6SYSu569pfYdkDT9A5lZqi
197,,Cambio,,,,157,Ozuna,5058290,https://open.spotify.com/track/3cg9A9GVyZAT2CPevqWr65
198,,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",,,,158,Mustard,5044999,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
199,,Mr. Brightside,,,,182,The Killers,4632725,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
180,,Señorita,,,,1,Shawn Mendes,63045599,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
181,,Panini,,,,7,Lil Nas X,24238981,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
182,,Rodeo,,,,27,Lil Nas X,13086179,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
183,,Tilidin,,,,28,Capital Bra,13026753,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
184,,One Thing Right,,,,36,Marshmello,11781536,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
185,,Runaway,,,,57,Sebastian Yatra,9284418,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
186,,Lalala,,,,74,Y2K,7748654,https://open.spotify.com/track/07rmSXN6vNoquX1AsWd9pP
187,,MEGATRON,,,,80,Nicki Minaj,7441823,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
188,,On A Roll,,,,115,Ashley O,5959912,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
189,,weR mAChT PaRA 2,,,,146,Dardan,5072979,https://open.spotify.com/track/2nvmHDiEWXRzS6FUDzUhVL
190,,All the Time,,,,157,Zara Larsson,4904256,https://open.spotify.com/track/3OTSBoYKO7HzGVj8Bu2OH9
191,,I Think I'm OKAY (with YUNGBLUD & Travis Barker),,,,162,Machine Gun Kelly,4837164,https://open.spotify.com/track/6bWBLZLBRQEJ5KsLicouNB
192,,Post Malone (feat. RANI),,,,164,Sam Feldt,4816807,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
193,,All Night (BTS World Original Soundtrack) [Pt. 3],,,,167,BTS,4788723,https://open.spotify.com/track/70sKIAQgaVN2zWEEyOpyMZ
194,,Out The Mud,,,,182,Lil Baby,4562521,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L
195,,Tú No Amas,,,,188,Mambo Kingz,4492902,https://open.spotify.com/track/5J64qSSq0VZuh0CiI9o9Nq
196,,Juice,,,,189,Lizzo,4475792,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
197,,Treat You Better,,,,190,Shawn Mendes,4466732,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
198,,Shotta Flow,,,,198,NLE Choppa,4379692,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
199,,Thinking out Loud,,,,200,Ed Sheeran,4358891,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
179,,You Need To Calm Down,,,,4,Taylor Swift,27274424,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
180,,Money In The Grave (Drake ft. Rick Ross),,,,6,Drake,22156363,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
181,,Sanctuary,,,,50,Joji,10127610,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
182,,Loco Contigo (with J. Balvin & Tyga),,,,51,DJ Snake,9767944,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
183,,Olabilir,,,,57,MERO,9067523,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo
184,,Omertà,,,,68,Drake,7854354,https://open.spotify.com/track/3kCwyvhvVTyehIzYN2I0nF
185,,It's You,,,,80,Ali Gatie,7209877,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
186,,Royal Rumble,,,,105,Kalazh44,6327655,https://open.spotify.com/track/4Rif4wqdvzy84dhP1apC4Y
187,,Focus (feat. 21 Savage),,,,107,Bazzi,6288444,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu
188,,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],,,,109,BTS,6233222,https://open.spotify.com/track/5XkyZyKMdFungjDb9cUKc3
189,,when the party's over - Recorded at Spotify Studios NYC,,,,129,Lewis Capaldi,5608650,https://open.spotify.com/track/6H7fWtwEUHVfTyZD7zeG4w
190,,Diamonds (feat. Capital Bra),,,,131,Summer Cem,5573373,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
191,,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",,,,133,Dreamville,5558029,https://open.spotify.com/track/4eqrNsKy9Mvg1fvfsTVIAE
192,,Bounce Back,,,,147,Little Mix,5235720,https://open.spotify.com/track/5KPKjcE2trO2hBWRzkb2Mo
193,,changes,,,,167,XXXTENTACION,4820963,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
194,,Sad Song (feat. TINI),,,,177,Alesso,4612123,https://open.spotify.com/track/2JoIjuzRplpYGvvLpSW2on
195,,Wonderwall - Remastered,,,,183,Oasis,4535784,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
196,,The Git Up,,,,190,Blanco Brown,4460833,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
197,,Walk Me Home,,,,194,P!nk,4438569,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
198,,Swing,,,,195,Danny Ocean,4431127,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
199,,Africa,,,,196,TOTO,4422251,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
178,,SOS (feat. Aloe Blacc),,,,5,Avicii,21071480,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
179,,Heaven,,,,13,Avicii,18246581,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
180,,No Guidance (feat. Drake),,,,21,Chris Brown,13675442,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
181,,Only Human,,,,31,Jonas Brothers,12051256,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
182,,Dream Glow (BTS World Original Soundtrack) - Pt. 1,,,,52,BTS,9515545,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
183,,Veleno 7,,,,80,Gemitaiz,7235843,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
184,,Haute (feat. J Balvin & Chris Brown),,,,84,Tyga,7143280,https://open.spotify.com/track/1jlnBQGP2DtSEhMgQaz7a7
185,,Amor Genuino,,,,85,Ozuna,7135959,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5
186,,"Tough Love (feat. Agnes, Vargas & Lagola)",,,,102,Avicii,6512015,https://open.spotify.com/track/1yfyIdEw5U2bD5I6gxQCxW
187,,Mad Love,,,,103,Mabel,6484961,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
188,,All Around The World (La La La),,,,124,R3HAB,5781046,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
189,,Tricheur,,,,127,Nekfeu,5716607,https://open.spotify.com/track/5ZwRTJD1bTACtIuW5Iibnu
190,,Maghreb Gang (feat. French Montana & Khaled),,,,142,Farid Bang,5380868,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY
191,,Cool,,,,147,Jonas Brothers,5280647,https://open.spotify.com/track/7yfi8B8opXjnRh4VZnOkz9
192,,Heart Upon My Sleeve (feat. Imagine Dragons),,,,154,Avicii,5124825,https://open.spotify.com/track/6kXNnS7JJz0nAv4XEwEmQJ
193,,Bad Reputation (feat. Joe Janiak),,,,158,Avicii,4964348,https://open.spotify.com/track/0HZgYFimoJG9Ijy8InUWcV
194,,Hold The Line (feat. A R I Z O N A),,,,160,Avicii,4960503,https://open.spotify.com/track/6EBlOYNcZ8MrdEov9lEdV6
195,,Speechless (Full),,,,177,Naomi Scott,4793780,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
196,,I Believe,,,,178,Jonas Brothers,4785310,https://open.spotify.com/track/1vYh9x8UmFTLbXiizk9Qc5
197,,Te Soñé De Nuevo,,,,184,Ozuna,4667591,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
198,,Irina Shayk,,,,192,Ufo361,4567010,https://open.spotify.com/track/4Sokm1cWK36H2WctWWRGf1
199,,NENENE,,,,200,Fero47,4507145,https://open.spotify.com/track/5AiqL0ezAAauDuVK5EJvXU
180,,Never Really Over,,,,11,Katy Perry,18413027,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
181,,Mother's Daughter,,,,18,Miley Cyrus,14567926,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
182,,Callaita,,,,21,Bad Bunny,13980674,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
183,,Call You Mine,,,,33,The Chainsmokers,11915400,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
184,,Find U Again (feat. Camila Cabello),,,,41,Mark Ronson,11081625,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX
185,,Press,,,,46,Cardi B,10608934,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv
186,,Ritual,,,,78,Tiësto,7477960,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
187,,Aute Cuture,,,,108,ROSALÍA,6233484,https://open.spotify.com/track/7dQFpbs34ufIEU745DVclf
188,,La Haine,,,,122,Luciano,5824858,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ
189,,Under Enemy Arms,,,,137,Trippie Redd,5389766,https://open.spotify.com/track/1NF9EkR5OpMaoVWbsllcm9
190,,The Search,,,,144,NF,5249202,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g
191,,Ransom,,,,147,Lil Tecca,5158080,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU
192,,Unholy,,,,149,Miley Cyrus,5136834,https://open.spotify.com/track/6vjymPak0JRQC2P84XlI9t
